=== AqueductsBot Movement Debug Log Started: 7/24/2025 6:48:38 PM ===
[18:48:55.554] [DIAGNOSTIC] Bot running - State: WaitingForRadar, Path: 0, Index: 0
[18:48:55.555] [SaveToFile:ENABLED] [BOT STATE] Current state: WaitingForRadar, Path count: 0, Path index: 0
[18:48:58.558] [DIAGNOSTIC] Bot running - State: WaitingForAqueducts, Path: 0, Index: 0
[18:48:58.559] [SaveToFile:ENABLED] [BOT STATE] Current state: WaitingForAqueducts, Path count: 0, Path index: 0
[18:49:01.576] [DIAGNOSTIC] Bot running - State: WaitingForAqueducts, Path: 0, Index: 0
[18:49:01.576] [SaveToFile:ENABLED] [BOT STATE] Current state: WaitingForAqueducts, Path count: 0, Path index: 0
[18:49:05.211] [DIAGNOSTIC] Bot running - State: WaitingForAqueducts, Path: 0, Index: 0
[18:49:05.211] [SaveToFile:ENABLED] [BOT STATE] Current state: WaitingForAqueducts, Path count: 0, Path index: 0
[18:49:06.878] [SaveToFile:ENABLED] [PATHFINDING] RequestPathToExit started - requesting path from radar
[18:49:08.165] [SaveToFile:ENABLED] [PURSUIT START] Looking for intersection with radius 360.9 from path index 0
[18:49:08.185] [SaveToFile:ENABLED] [SETTINGS DEBUG] 🔧 Pursuit radius setting: 360.877 (min: 150, max: 500)
[18:49:08.185] [SaveToFile:ENABLED] [PURSUIT DEBUG] Player at (515, 259), looking from index 0/151, radius 361 (base: 361, remaining: 151)
[18:49:08.185] [SaveToFile:ENABLED] [WAYPOINT DEBUG] Current path index: 0, next 5 waypoints:
[18:49:08.185] [SaveToFile:ENABLED]   [0] (515, 259) distance: 0.0
[18:49:08.185] [SaveToFile:ENABLED]   [1] (514, 260) distance: 1.4
[18:49:08.185] [SaveToFile:ENABLED]   [2] (513, 261) distance: 2.8
[18:49:08.186] [SaveToFile:ENABLED]   [3] (512, 262) distance: 4.2
[18:49:08.186] [SaveToFile:ENABLED]   [4] (511, 263) distance: 5.7
[18:49:08.186] [SaveToFile:ENABLED] [PURSUIT DEBUG] Starting main intersection loop from index 1 to 150
[18:49:08.186] [SaveToFile:ENABLED] [INTERSECTION] Segment 1: (515,259) → (514,260), length: 1.4, intersection: None
[18:49:08.188] [SaveToFile:ENABLED] [INTERSECTION] Segment 2: (514,260) → (513,261), length: 1.4, intersection: None
[18:49:08.188] [SaveToFile:ENABLED] [INTERSECTION] Segment 3: (513,261) → (512,262), length: 1.4, intersection: None
[18:49:08.188] [SaveToFile:ENABLED] [INTERSECTION] Segment 4: (512,262) → (511,263), length: 1.4, intersection: None
[18:49:08.188] [SaveToFile:ENABLED] [INTERSECTION] Segment 5: (511,263) → (511,264), length: 1.0, intersection: None
[18:49:08.188] [SaveToFile:ENABLED] [INTERSECTION] Segment 6: (511,264) → (511,265), length: 1.0, intersection: None
[18:49:08.188] [SaveToFile:ENABLED] [INTERSECTION] Segment 7: (511,265) → (511,266), length: 1.0, intersection: None
[18:49:08.188] [SaveToFile:ENABLED] [INTERSECTION] Segment 8: (511,266) → (511,267), length: 1.0, intersection: None
[18:49:08.188] [SaveToFile:ENABLED] [INTERSECTION] Segment 9: (511,267) → (511,268), length: 1.0, intersection: None
[18:49:08.188] [SaveToFile:ENABLED] [INTERSECTION] Segment 10: (511,268) → (511,269), length: 1.0, intersection: None
[18:49:08.189] [SaveToFile:ENABLED] [INTERSECTION] Segment 11: (511,269) → (511,270), length: 1.0, intersection: None
[18:49:08.189] [SaveToFile:ENABLED] [INTERSECTION] Segment 12: (511,270) → (511,271), length: 1.0, intersection: None
[18:49:08.189] [SaveToFile:ENABLED] [INTERSECTION] Segment 13: (511,271) → (511,272), length: 1.0, intersection: None
[18:49:08.189] [SaveToFile:ENABLED] [INTERSECTION] Segment 14: (511,272) → (511,273), length: 1.0, intersection: None
[18:49:08.189] [SaveToFile:ENABLED] [INTERSECTION] Segment 15: (511,273) → (511,274), length: 1.0, intersection: None
[18:49:08.189] [SaveToFile:ENABLED] [INTERSECTION] Segment 16: (511,274) → (511,275), length: 1.0, intersection: None
[18:49:08.189] [SaveToFile:ENABLED] [INTERSECTION] Segment 17: (511,275) → (511,276), length: 1.0, intersection: None
[18:49:08.189] [SaveToFile:ENABLED] [INTERSECTION] Segment 18: (511,276) → (511,277), length: 1.0, intersection: None
[18:49:08.189] [SaveToFile:ENABLED] [INTERSECTION] Segment 19: (511,277) → (511,278), length: 1.0, intersection: None
[18:49:08.189] [SaveToFile:ENABLED] [INTERSECTION] Segment 20: (511,278) → (511,279), length: 1.0, intersection: None
[18:49:08.189] [SaveToFile:ENABLED] [INTERSECTION] Segment 21: (511,279) → (511,280), length: 1.0, intersection: None
[18:49:08.190] [SaveToFile:ENABLED] [INTERSECTION] Segment 22: (511,280) → (511,281), length: 1.0, intersection: None
[18:49:08.190] [SaveToFile:ENABLED] [INTERSECTION] Segment 23: (511,281) → (511,282), length: 1.0, intersection: None
[18:49:08.190] [SaveToFile:ENABLED] [INTERSECTION] Segment 24: (511,282) → (511,283), length: 1.0, intersection: None
[18:49:08.190] [SaveToFile:ENABLED] [INTERSECTION] Segment 25: (511,283) → (511,284), length: 1.0, intersection: None
[18:49:08.190] [SaveToFile:ENABLED] [INTERSECTION] Segment 26: (511,284) → (511,285), length: 1.0, intersection: None
[18:49:08.190] [SaveToFile:ENABLED] [INTERSECTION] Segment 27: (511,285) → (511,286), length: 1.0, intersection: None
[18:49:08.190] [SaveToFile:ENABLED] [INTERSECTION] Segment 28: (511,286) → (511,287), length: 1.0, intersection: None
[18:49:08.190] [SaveToFile:ENABLED] [INTERSECTION] Segment 29: (511,287) → (511,288), length: 1.0, intersection: None
[18:49:08.190] [SaveToFile:ENABLED] [INTERSECTION] Segment 30: (511,288) → (511,289), length: 1.0, intersection: None
[18:49:08.190] [SaveToFile:ENABLED] [INTERSECTION] Segment 31: (511,289) → (511,290), length: 1.0, intersection: None
[18:49:08.190] [SaveToFile:ENABLED] [INTERSECTION] Segment 32: (511,290) → (511,291), length: 1.0, intersection: None
[18:49:08.191] [SaveToFile:ENABLED] [INTERSECTION] Segment 33: (511,291) → (511,292), length: 1.0, intersection: None
[18:49:08.191] [SaveToFile:ENABLED] [INTERSECTION] Segment 34: (511,292) → (511,293), length: 1.0, intersection: None
[18:49:08.191] [SaveToFile:ENABLED] [INTERSECTION] Segment 35: (511,293) → (511,294), length: 1.0, intersection: None
[18:49:08.191] [SaveToFile:ENABLED] [INTERSECTION] Segment 36: (511,294) → (511,295), length: 1.0, intersection: None
[18:49:08.191] [SaveToFile:ENABLED] [INTERSECTION] Segment 37: (511,295) → (511,296), length: 1.0, intersection: None
[18:49:08.191] [SaveToFile:ENABLED] [INTERSECTION] Segment 38: (511,296) → (511,297), length: 1.0, intersection: None
[18:49:08.191] [SaveToFile:ENABLED] [INTERSECTION] Segment 39: (511,297) → (511,298), length: 1.0, intersection: None
[18:49:08.191] [SaveToFile:ENABLED] [INTERSECTION] Segment 40: (511,298) → (511,299), length: 1.0, intersection: None
[18:49:08.191] [SaveToFile:ENABLED] [INTERSECTION] Segment 41: (511,299) → (511,300), length: 1.0, intersection: None
[18:49:08.191] [SaveToFile:ENABLED] [INTERSECTION] Segment 42: (511,300) → (511,301), length: 1.0, intersection: None
